timestamp,agent.name,rule.description,rule.level,rule.id
"Jun 11, 2025 @ 15:57:17.836","DESKTOP-O7P9I53","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 15:57:17.820","DESKTOP-O7P9I53","Sysmon - Event 3: Network connection to 52.231.186.36:443 by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61605"
"Jun 11, 2025 @ 15:57:17.805","DESKTOP-O7P9I53","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 15:57:17.790","DESKTOP-O7P9I53","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 15:57:17.790","DESKTOP-O7P9I53","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 15:57:17.759","DESKTOP-O7P9I53","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 15:57:17.754","DESKTOP-O7P9I53","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 15:57:17.749","DESKTOP-O7P9I53","Sysmon - Event 3: Network connection to 52.123.129.14:443 by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61605"
"Jun 11, 2025 @ 15:57:17.241","DESKTOP-O7P9I53","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 15:57:16.948","DESKTOP-O7P9I53","Software protection service scheduled successfully.","3","60642"
"Jun 11, 2025 @ 15:57:16.417","DESKTOP-O7P9I53","Sysmon - Event 22: DNS Query event","5","61650"
"Jun 11, 2025 @ 15:57:16.356","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Microsoft OneDriveFile Co-Authoring Executable","5","61603"
"Jun 11, 2025 @ 15:57:16.317","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation PWA Identity Proxy Host","5","61603"
"Jun 11, 2025 @ 15:57:15.978","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation PWA Identity Proxy Host","5","61603"
"Jun 11, 2025 @ 15:57:15.942","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\grvopen\\shell\\open\\command\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 11, 2025 @ 15:57:15.942","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\grvopen\\shell\\open\\command\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 11, 2025 @ 15:57:15.893","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\odopen\\shell\\open\\command\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 11, 2025 @ 15:57:15.862","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\odopen\\shell\\open\\command\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 11, 2025 @ 15:57:15.861","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\CLSID\\{4410DC33-BC7C-496B-AA84-4AEA3EEE75F7}\\InProcServer32\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 11, 2025 @ 15:57:15.823","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\WOW6432Node\\CLSID\\{4410DC33-BC7C-496B-AA84-4AEA3EEE75F7}\\InProcServer32\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 11, 2025 @ 15:57:15.772","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\lnkfile\\shellex\\ContextMenuHandlers\\ FileSyncEx\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 11, 2025 @ 15:57:15.750","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\lnkfile\\shellex\\ContextMenuHandlers\\ FileSyncEx\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 11, 2025 @ 15:57:15.719","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\IE.AssocFile.URL\\shellex\\ContextMenuHandlers\\ FileSyncEx\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 11, 2025 @ 15:57:15.719","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\IE.AssocFile.URL\\shellex\\ContextMenuHandlers\\ FileSyncEx\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 11, 2025 @ 15:57:15.691","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\Directory\\shellex\\ContextMenuHandlers\\ FileSyncEx\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 11, 2025 @ 15:57:15.655","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\Directory\\shellex\\ContextMenuHandlers\\ FileSyncEx\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 11, 2025 @ 15:57:15.623","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\Directory\\Background\\shellex\\ContextMenuHandlers\\ FileSyncEx\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 11, 2025 @ 15:57:15.623","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\Directory\\Background\\shellex\\ContextMenuHandlers\\ FileSyncEx\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 11, 2025 @ 15:57:15.608","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\*\\shellex\\ContextMenuHandlers\\ FileSyncEx\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 11, 2025 @ 15:57:15.577","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\*\\shellex\\ContextMenuHandlers\\ FileSyncEx\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 11, 2025 @ 15:57:15.544","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\WOW6432Node\\CLSID\\{CB3D0F55-BC2C-4C1A-85ED-23ED75B5106B}\\InprocServer32\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 11, 2025 @ 15:57:15.529","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\CLSID\\{CB3D0F55-BC2C-4C1A-85ED-23ED75B5106B}\\InprocServer32\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 11, 2025 @ 15:57:15.516","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\WOW6432Node\\CLSID\\{20894375-46AE-46E2-BAFD-CB38975CDCE6}\\InprocServer32\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 11, 2025 @ 15:57:15.500","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\CLSID\\{20894375-46AE-46E2-BAFD-CB38975CDCE6}\\InprocServer32\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 11, 2025 @ 15:57:15.479","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\WOW6432Node\\CLSID\\{1BF42E4C-4AF4-4CFD-A1A0-CF2960B8F63E}\\InprocServer32\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 11, 2025 @ 15:57:15.463","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\CLSID\\{1BF42E4C-4AF4-4CFD-A1A0-CF2960B8F63E}\\InprocServer32\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 11, 2025 @ 15:57:15.462","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\WOW6432Node\\CLSID\\{82CA8DE3-01AD-4CEA-9D75-BE4C51810A9E}\\InprocServer32\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 11, 2025 @ 15:57:15.428","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\CLSID\\{82CA8DE3-01AD-4CEA-9D75-BE4C51810A9E}\\InprocServer32\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 11, 2025 @ 15:57:15.412","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\WOW6432Node\\CLSID\\{7AFDFDDB-F914-11E4-8377-6C3BE50D980C}\\InprocServer32\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 11, 2025 @ 15:57:15.396","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\CLSID\\{7AFDFDDB-F914-11E4-8377-6C3BE50D980C}\\InprocServer32\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 11, 2025 @ 15:57:15.383","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\WOW6432Node\\CLSID\\{C5FF006E-2AE9-408C-B85B-2DFDD5449D9C}\\InprocServer32\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 11, 2025 @ 15:57:15.366","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\CLSID\\{C5FF006E-2AE9-408C-B85B-2DFDD5449D9C}\\InprocServer32\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 11, 2025 @ 15:57:15.349","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\WOW6432Node\\CLSID\\{9AA2F32D-362A-42D9-9328-24A483E2CCC3}\\InprocServer32\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 11, 2025 @ 15:57:15.317","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\CLSID\\{9AA2F32D-362A-42D9-9328-24A483E2CCC3}\\InprocServer32\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 11, 2025 @ 15:57:15.301","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\WOW6432Node\\CLSID\\{F241C880-6982-4CE5-8CF7-7085BA96DA5A}\\InprocServer32\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 11, 2025 @ 15:57:15.286","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\CLSID\\{F241C880-6982-4CE5-8CF7-7085BA96DA5A}\\InprocServer32\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 11, 2025 @ 15:57:15.270","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\WOW6432Node\\CLSID\\{A0396A93-DC06-4AEF-BEE9-95FFCCAEF20E}\\InprocServer32\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 11, 2025 @ 15:57:15.255","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\CLSID\\{A0396A93-DC06-4AEF-BEE9-95FFCCAEF20E}\\InprocServer32\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 11, 2025 @ 15:57:15.239","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\WOW6432Node\\CLSID\\{A78ED123-AB77-406B-9962-2A5D9D2F7F30}\\InprocServer32\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 11, 2025 @ 15:57:15.225","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\CLSID\\{A78ED123-AB77-406B-9962-2A5D9D2F7F30}\\InprocServer32\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 11, 2025 @ 15:57:15.209","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\WOW6432Node\\CLSID\\{5AB7172C-9C11-405C-8DD5-AF20F3606282}\\InprocServer32\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 11, 2025 @ 15:57:15.195","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\CLSID\\{5AB7172C-9C11-405C-8DD5-AF20F3606282}\\InprocServer32\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 11, 2025 @ 15:57:15.192","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\WOW6432Node\\CLSID\\{BBACC218-34EA-4666-9D7A-C78F2274A524}\\InprocServer32\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 11, 2025 @ 15:57:15.182","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\CLSID\\{BBACC218-34EA-4666-9D7A-C78F2274A524}\\InprocServer32\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 11, 2025 @ 15:57:13.464","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Microsoft Edge","5","61603"
"Jun 11, 2025 @ 15:57:10.991","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Microsoft Edge","5","61603"
"Jun 11, 2025 @ 15:57:09.536","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Microsoft Edge","5","61603"
"Jun 11, 2025 @ 15:57:09.481","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Microsoft Edge","5","61603"
"Jun 11, 2025 @ 15:57:09.478","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Microsoft Edge","5","61603"
"Jun 11, 2025 @ 15:57:09.349","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Microsoft Edge","5","61603"
"Jun 11, 2025 @ 15:57:04.551","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Microsoft OneDrive","5","61603"
"Jun 11, 2025 @ 15:57:03.252","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows PowerShell","5","61603"
"Jun 11, 2025 @ 15:57:00.368","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Microsoft Edge","5","61603"
"Jun 11, 2025 @ 15:56:57.793","DESKTOP-O7P9I53","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 15:56:53.958","DESKTOP-O7P9I53","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 15:56:53.940","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation VMware Tools Core Service","5","61603"
"Jun 11, 2025 @ 15:56:53.908","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows Security Health Service","5","61603"
"Jun 11, 2025 @ 15:56:53.895","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows logon reminder","5","61603"
"Jun 11, 2025 @ 15:56:52.900","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows Security notification icon","5","61603"
"Jun 11, 2025 @ 15:56:52.899","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Host Process for Windows Tasks","5","61603"
"Jun 11, 2025 @ 15:56:52.891","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows Defender SmartScreen","5","61603"
"Jun 11, 2025 @ 15:56:50.591","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Microsoft Phone Link","5","61603"
"Jun 11, 2025 @ 15:56:47.882","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Location Notification","5","61603"
"Jun 11, 2025 @ 15:56:47.853","DESKTOP-O7P9I53","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 15:56:46.760","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Google Updater (x86)","5","61603"
"Jun 11, 2025 @ 15:56:46.759","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Google Updater (x86)","5","61603"
"Jun 11, 2025 @ 15:56:43.298","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Google Updater (x86)","5","61603"
"Jun 11, 2025 @ 15:56:43.254","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Google Updater (x86)","5","61603"
"Jun 11, 2025 @ 15:56:33.857","DESKTOP-O7P9I53","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 15:56:32.816","DESKTOP-O7P9I53","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 15:56:32.806","DESKTOP-O7P9I53","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 15:56:32.785","DESKTOP-O7P9I53","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 15:56:32.770","DESKTOP-O7P9I53","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 15:56:32.754","DESKTOP-O7P9I53","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 15:56:32.749","DESKTOP-O7P9I53","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 15:56:32.708","DESKTOP-O7P9I53","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 15:56:32.707","DESKTOP-O7P9I53","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 15:56:32.696","DESKTOP-O7P9I53","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 15:56:30.800","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation MoUSO Core Worker Process","5","61603"
"Jun 11, 2025 @ 15:56:29.525","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows Modules Installer Worker","5","61603"
"Jun 11, 2025 @ 15:56:29.522","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKLM\\System\\CurrentControlSet\\Control\\Winlogon\\Notifications\\Components\\TrustedInstaller\\Events by C:\\Windows\\servicing\\TrustedInstaller.exe","5","61615"
"Jun 11, 2025 @ 15:56:29.520","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows Modules Installer","5","61603"
"Jun 11, 2025 @ 15:56:29.339","DESKTOP-O7P9I53","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 15:56:27.451","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Google Updater (x86)","5","61603"
"Jun 11, 2025 @ 15:56:27.404","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows Activation Client","5","61603"
"Jun 11, 2025 @ 15:56:26.902","DESKTOP-O7P9I53","License activation (slui.exe) failed.","5","60646"
"Jun 11, 2025 @ 15:56:26.140","DESKTOP-O7P9I53","Sysmon - Event 22: DNS Query event","5","61650"
"Jun 11, 2025 @ 15:56:24.126","DESKTOP-O7P9I53","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 15:56:24.097","DESKTOP-O7P9I53","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 15:56:23.933","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Userinit Logon Application","5","61603"
"Jun 11, 2025 @ 15:56:23.314","DESKTOP-O7P9I53","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 15:56:23.300","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKLM\\System\\CurrentControlSet\\Services\\TabletInputService\\Start by C:\\Windows\\system32\\services.exe","5","61615"
"Jun 11, 2025 @ 15:56:23.286","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation CTF Loader","5","61603"
"Jun 11, 2025 @ 15:56:23.261","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Google Updater (x86)","5","61603"
"Jun 11, 2025 @ 15:56:23.236","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Host Process for Windows Tasks","5","61603"
"Jun 11, 2025 @ 15:56:23.186","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Microsoft Edge Update","5","61603"
"Jun 11, 2025 @ 15:56:23.146","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Host Process for Windows Tasks","5","61603"
"Jun 11, 2025 @ 15:56:23.114","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Host Process for Windows Tasks","5","61603"
"Jun 11, 2025 @ 15:56:23.007","DESKTOP-O7P9I53","Evidence of new service creation found in registry under HKLM\\System\\CurrentControlSet\\Services\\WpnUserService_cb3df3\\ImagePath binary is: C:\\Windows\\system32\\svchost.exe -k UnistackSvcGroup","3","92307"
"Jun 11, 2025 @ 15:56:22.969","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKLM\\System\\CurrentControlSet\\Services\\WpnUserService_cb3df3\\Start by C:\\Windows\\system32\\services.exe","5","61615"
"Jun 11, 2025 @ 15:56:22.957","DESKTOP-O7P9I53","Evidence of new service creation found in registry under HKLM\\System\\CurrentControlSet\\Services\\UserDataSvc_cb3df3\\ImagePath binary is: C:\\Windows\\system32\\svchost.exe -k UnistackSvcGroup","3","92307"
"Jun 11, 2025 @ 15:56:22.881","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKLM\\System\\CurrentControlSet\\Services\\UserDataSvc_cb3df3\\Start by C:\\Windows\\system32\\services.exe","5","61615"
"Jun 11, 2025 @ 15:56:22.847","DESKTOP-O7P9I53","Evidence of new service creation found in registry under HKLM\\System\\CurrentControlSet\\Services\\UnistoreSvc_cb3df3\\ImagePath binary is: C:\\Windows\\System32\\svchost.exe -k UnistackSvcGroup","3","92307"
"Jun 11, 2025 @ 15:56:22.808","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKLM\\System\\CurrentControlSet\\Services\\UnistoreSvc_cb3df3\\Start by C:\\Windows\\system32\\services.exe","5","61615"
"Jun 11, 2025 @ 15:56:22.791","DESKTOP-O7P9I53","Evidence of new service creation found in registry under HKLM\\System\\CurrentControlSet\\Services\\UdkUserSvc_cb3df3\\ImagePath binary is: C:\\Windows\\system32\\svchost.exe -k UdkSvcGroup","3","92307"
"Jun 11, 2025 @ 15:56:22.780","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKLM\\System\\CurrentControlSet\\Services\\UdkUserSvc_cb3df3\\Start by C:\\Windows\\system32\\services.exe","5","61615"
"Jun 11, 2025 @ 15:56:22.737","DESKTOP-O7P9I53","Evidence of new service creation found in registry under HKLM\\System\\CurrentControlSet\\Services\\PrintWorkflowUserSvc_cb3df3\\ImagePath binary is: C:\\Windows\\system32\\svchost.exe -k PrintWorkflow","3","92307"
"Jun 11, 2025 @ 15:56:22.719","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKLM\\System\\CurrentControlSet\\Services\\PrintWorkflowUserSvc_cb3df3\\Start by C:\\Windows\\system32\\services.exe","5","61615"
"Jun 11, 2025 @ 15:56:22.719","DESKTOP-O7P9I53","Evidence of new service creation found in registry under HKLM\\System\\CurrentControlSet\\Services\\PimIndexMaintenanceSvc_cb3df3\\ImagePath binary is: C:\\Windows\\system32\\svchost.exe -k UnistackSvcGroup","3","92307"
"Jun 11, 2025 @ 15:56:22.691","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKLM\\System\\CurrentControlSet\\Services\\PimIndexMaintenanceSvc_cb3df3\\Start by C:\\Windows\\system32\\services.exe","5","61615"
"Jun 11, 2025 @ 15:56:22.676","DESKTOP-O7P9I53","Evidence of new service creation found in registry under HKLM\\System\\CurrentControlSet\\Services\\OneSyncSvc_cb3df3\\ImagePath binary is: C:\\Windows\\system32\\svchost.exe -k UnistackSvcGroup","3","92307"
